name,Rating,votes,location,cuisines,approx_cost(for two people)
Treatley,3.1,425,Whitefield,"North Indian, Fast Food",500
Just Bake,3.5,11,Whitefield,Bakery,400
Haagen Dazs,3.9,145,Whitefield,"Desserts, Ice Cream",800
Lemon Krust,4.0,39,Whitefield,"Bakery, Fast Food",150
Tandooriwala,2.7,24,Whitefield,"North Indian, Mughlai, Biryani",700
Amoeba Sports Bar,3.9,578,Whitefield,"Continental, Chinese",1000
Amaravati Authentic Andhra Restaurant,3.1,149,Brookefield,"Andhra, Chinese, North Indian, Biryani",600
Kabab Mandra,2.7,165,Whitefield,"North Indian, Chinese",300
Chinese Street,3.1,134,Whitefield,Chinese,650
Drunken Monkey,3.3,8,Whitefield,"Beverages, Fast Food",500
Dilli Galli,3.6,43,Whitefield,North Indian,200
Inhouse Burger,3.3,12,Whitefield,"Burger, Salad, Continental",400
The Punjabi Park,3.5,31,Whitefield,North Indian,500
Brilram's Balaji Bhavan,3.9,141,Whitefield,"South Indian, North Indian, Chinese",700
Kerala Restaurant,3.4,67,Whitefield,"Kerala, Biryani",450
Crunchie Corner,4.0,46,Brookefield,"Fast Food, Continental, Desserts",450
Auntie Fung's,3.8,20,Whitefield,"Chinese, Vietnamese, Desserts",700
The North and South Restaurant,3.2,21,Whitefield,"North Indian, Chinese, South Indian",400
Marigold Fine Dine Restaurant,4.0,292,Whitefield,"Continental, Asian",1500
Shyam's Lunch Box,3.2,9,Whitefield,"Biryani, South Indian, Chinese, North Indian",300
The Hyderabad Chefs,2.8,63,Whitefield,"North Indian, Hyderabadi, Andhra, Chinese",600
Treat Restaurant,2.8,32,Whitefield,"South Indian, North Indian, Chinese, Kerala",400
Krutunga Restaurant,3.0,52,Whitefield,"Andhra, Chinese, North Indian, Biryani, Beverages",400
Lulu's Bakery & Fast Food,3.6,84,Kr Puram,"North Indian, Chinese, Street Food",300
Smoke - The Sizzler House,3.6,171,Whitefield,"Continental, North Indian, Chinese, Bbq",800
Master Brothers,3.4,8,Whitefield,"Desserts, Bakery",450
Suryawanshi,4.2,938,Whitefield,"Maharashtrian, Seafood",700
Basmati Restaurant,3.4,23,Whitefield,"North Indian, South Indian, Chinese, Biryani",350
The Kim Chi Chef,4.0,210,Whitefield,"Chinese, Thai, Momos",900
Taishty,3.7,66,Whitefield,North Indian,200
Mist n Creams,3.6,19,Whitefield,Ice Cream,400
Biting Junction,3.9,119,Whitefield,"Chinese, North Indian, Rajasthani, Gujarati, Fast Food, Afghan",350
Rajdhani Thali Restaurant,3.9,902,Whitefield,"Rajasthani, Gujarati, North Indian",900
Burgundy - Royal Orchid Suites,3.9,104,Whitefield,North Indian,1200
Biryani Paradise,3.8,136,Whitefield,"Andhra, Biryani",700
The Taste Players,3.7,51,Whitefield,"North Indian, Chinese, Mughlai, Biryani",500
Prathika Annapurna Grand,3.5,13,Kr Puram,"South Indian, North Indian, Chinese",500
Freshkhilao,3.3,379,Brookefield,"Chinese, North Indian, Biryani, Juices",750
Andhra Biryanis,4.0,112,Whitefield,"Andhra, Biryani, North Indian",700
Hyderabad Biryaani House,3.6,378,Whitefield,"Biryani, North Indian, Chinese",700
Dilli Darbar,3.4,374,Whitefield,"North Indian, Chinese, Biryani",500
Chinese Chaska,3.1,127,Whitefield,"Chinese, North Indian, Biryani",550
Apsara Ice Cream,4.0,92,Whitefield,"Ice Cream, Desserts",200
Bhagini IRIS,3.7,115,Whitefield,"North Indian, Chinese",600
Oakleaf,3.9,41,Whitefield,"Asian, Continental, North Indian, Italian",2000
Indian Tadka,3.7,215,Whitefield,North Indian,700
Biriyani Zone,3.9,393,Whitefield,"Biryani, North Indian, Chinese, Seafood",800
Office Lunch Box,3.6,114,Whitefield,"Andhra, North Indian",200
Delhi Walle,3.7,118,Whitefield,"North Indian, Street Food",300
Arusuvai D' Kitchen,3.7,26,Kr Puram,"South Indian, Biryani, Chettinad, Juices",350
Izakaya Gastro Pub,3.8,128,Whitefield,"North Indian, Continental, Mediterranean",1200
UBQ by Barbeque Nation,3.6,17,Whitefield,"North Indian, Bbq, Biryani, Kebab",450
Pulla Reddy Sweets,3.7,29,Whitefield,Mithai,250
Punjabi Kitchen,3.6,205,Whitefield,"Chinese, North Indian",400
Kamat Yatrinivas,3.0,241,Whitefield,"North Indian, South Indian, Chinese",500
Sorse,4.1,982,Whitefield,"Bengali, Seafood",750
The Combo House,3.3,8,Marathahalli,"Fast Food, North Indian, Chinese, Biryani",500
Spicy Andhra,3.2,4,Whitefield,"Andhra, Chinese, North Indian",500
Expresso Restaurant,3.5,6,Whitefield,"Fast Food, Beverages",400
Cafe Noir,3.4,5,Whitefield,"European, French, Salad",1500
The Square Table,4.2,584,Whitefield,"North Indian, Maharashtrian, South Indian",1000
Hyderabad Chefs,4.0,277,Whitefield,"Hyderabadi, Andhra, North Indian, Chinese, South Indian",800
The Fat Chef,4.1,1755,Whitefield,"Japanese, Italian, American, Asian, North Indian, Steak",1400
Dande Hyderabad Biryani,3.4,6,Whitefield,"Biryani, Andhra, North Indian",500
Rolls On Wheels,3.1,76,Whitefield,"Fast Food, Rolls, Momos",300
SGS Non Veg - Gundu Pulav,3.7,12,"Varthur Main Road, Whitefield",South Indian,300
South House,4.2,120,Brookefield,"South Indian, Biryani",800
Alpha - House of Biryani & Tandoor,3.5,395,Whitefield,"Biryani, North Indian, Chinese",800
Kapoor's Cafe,4.2,3021,Whitefield,North Indian,800
Kabab Mirchi,3.5,46,Whitefield,"North Indian, Mughlai, Chinese",350
Nandi Mess - Feel Like Mom's,3.7,31,Whitefield,South Indian,250
Lucky Singh & Co,4.0,38,Whitefield,"Fast Food, North Indian, Rolls",350
Hyderabad Biryani,3.2,4,Whitefield,Biryani,300
SV Restaurant,3.1,8,Whitefield,"Andhra, North Indian, Chinese, Biryani",550
Nisarga Restaurant,3.4,6,Whitefield,"North Indian, Chinese",300
Delhi Mahal,3.1,114,Whitefield,"North Indian, Mughlai, Chinese",400
Metrolicious,3.5,38,Whitefield,"North Indian, Chinese, Biryani",400
California Burrito,3.9,122,Whitefield,"Mexican, Fast Food",400
New Paratha Corner,3.9,176,Whitefield,North Indian,350
Salt Mango Tree,4.2,523,Whitefield,Kerala,1000
Noodle Bar,4.0,1070,Whitefield,"Chinese, Momos",1400
The Andhra Bhojanam,3.3,7,"Itpl Main Road, Whitefield",South Indian,300
Desi Khana,3.3,10,Whitefield,"North Indian, Chinese",300
King Of Spices,3.7,30,Whitefield,"South Indian, North Indian, Chinese, Biryani, Beverages",500
Hasee-E-Shan Makers Of Biryani,3.5,16,Whitefield,"Biryani, Mughlai, North Indian",500
Sizzles,3.5,11,Whitefield,"North Indian, Chinese, Continental",800
Chulha Chauki Da Dhaba,4.2,2283,Brookefield,North Indian,800
Curries And Pickles,3.1,4,Whitefield,"Andhra, North Indian, Biryani",250
Biryani House,3.6,14,Whitefield,"Biryani, North Indian",450
A Southern Fair,3.0,19,Whitefield,"Biryani, Seafood, South Indian",750
Kshatriya's Kitchen,3.7,55,Whitefield,"Andhra, South Indian",300
Calvin's,3.9,299,Whitefield,Desserts,600
Kidilum,3.8,210,Whitefield,"Kerala, Chinese, North Indian",350
Punjab Junction,3.2,31,Whitefield,North Indian,350
Bangalore Mandarin,4.3,782,Whitefield,"Chinese, Seafood",1100
Amaravati Food Court,3.3,7,Whitefield,Kerala,300
Beyond Elements,4.1,869,Whitefield,"Cafe, Italian, Pizza, North Indian",900
PIZZMO,3.6,26,Whitefield,"Pizza, Momos",500
Jubli Biryani,3.6,17,Whitefield,"Biryani, Chinese",500
Dil Se Dilli,3.8,282,Whitefield,"North Indian, Mughlai",700
Mainland China,4.7,1562,Whitefield,Chinese,1700
Marhaba,3.5,8,Whitefield,Arabian,500
Swadishta,3.4,7,Whitefield,"South Indian, Chinese, North Indian",200
Whats Ap,3.3,9,Whitefield,Andhra,800
Wang Fu Kitchen,3.8,27,Whitefield,Chinese,400
Real Ambur Dum Biryani,3.3,4,Whitefield,"Biryani, Fast Food",250
Sri Lakshmi Hotel,3.4,7,Whitefield,"Chinese, South Indian",250
Nandhini Deluxe,2.9,268,Whitefield,North Indian,600
Punjabi Park,2.9,25,Whitefield,"North Indian, Fast Food",400
Celebrations 365,3.3,6,Brookefield,"Desserts, Ice Cream",350
Copper Chimney,4.1,0,Whitefield,"North Indian, Biryani",1200
HIGH SKY,3.0,32,Whitefield,"Continental, North Indian, Chinese, Arabian",1000
FreshEats,3.6,14,East Bangalore,"Continental, North Indian, Thai",400
Lot Like Crepes & Cafe,4.0,21,Whitefield,"Cafe, Continental, Desserts",600
Mangalore Lunch Home,3.5,11,Whitefield,"North Indian, South Indian, Mangalorean",300
Delhi Restaurant,3.6,196,Whitefield,"North Indian, Mughlai, Chinese",350
Nieghbourhood Cafe,3.7,39,Whitefield,"Pizza, Italian, Chinese, North Indian",750
Captain Egg,4.1,18,Whitefield,Fast Food,400
Manbhavan Premium Thali Restaurant,4.0,485,Whitefield,"Hyderabadi, Gujarati, Maharashtrian",1000
Hotel Greens,3.6,59,Whitefield,"Biryani, Chinese, North Indian, South Indian",800
The Lighthouse Cafe,3.6,21,Whitefield,"American, Italian",650
Mubeena Shariff Chocolatier,3.6,14,Whitefield,Desserts,500
Ammi's Biryani,2.5,131,Whitefield,"Biryani, North Indian",500
Tadka Punjabi Restaurant,3.3,9,Whitefield,North Indian,300
Kritunga Restaurant,3.7,856,Whitefield,"Andhra, Biryani, North Indian, Chinese",650
F5,3.2,4,Whitefield,"North Indian, South Indian, Chinese, Continental, Arabian",300
New Andhra Chimney,3.1,71,Whitefield,"Andhra, North Indian, Biryani",700
Sri Guru Nalapaka Restaurant,3.5,20,Whitefield,"North Indian, South Indian, Chinese, Street Food",550
Foodie,2.9,35,Whitefield,"Chinese, Fast Food",300
The Village Restaurant,3.0,9,Whitefield,"North Indian, Chinese",200
Biryani Bowl,3.3,10,Whitefield,"Biryani, Andhra",550
Rafoo Chakkar,3.9,386,Whitefield,"North Indian, Rolls",300
Biriyani House,3.2,13,Whitefield,"Andhra, Biryani",350
Biryani Park,3.4,86,Brookefield,"North Indian, Biryani, Chinese, Mughlai",500
The Eatery Cafe & Restaurant,3.6,19,Whitefield,"Continental, Italian",800
Hotel Nisarga Restaurant,3.2,6,Whitefield,"Chinese, North Indian",300
Golden Food Palace,2.9,18,Whitefield,"North Indian, Chinese",450
Five Star Chicken,3.5,9,Whitefield,Fast Food,300
PMR Restaurant,3.3,4,Whitefield,North Indian,300
Siddharth Restaurant,3.6,33,Whitefield,"North Indian, Chinese",400
Delhi Belli,3.3,4,Whitefield,North Indian,500
Hangout Junction,3.6,28,Whitefield,"North Indian, Chinese, South Indian",400
Swad Rajasthani Bhojanalaya,3.1,7,Whitefield,"North Indian, Fast Food",400
Food Xpress,3.4,10,Whitefield,"North Indian, South Indian, Biryani, Chinese",400
Best,3.4,6,Whitefield,"Fast Food, Chinese, Street Food",400
Swad E Punjab,3.4,7,Whitefield,North Indian,600
Shanghai Times,3.3,9,Whitefield,Chinese,400
Whooppeezz,3.4,16,Whitefield,Pizza,500
LG Park Restaurant,3.4,7,Whitefield,"North Indian, South Indian",800
La Mirch,3.1,5,Whitefield,"North Indian, Kashmiri",400
Tarama Bengali Food,3.2,4,Whitefield,Bengali,200
@99,3.4,37,Whitefield,"Mughlai, Biryani, Chinese, North Indian",200
Hunger Genie,4.0,165,Whitefield,"North Indian, Chinese, Biryani",450
Punjabi Tadka,3.2,7,Whitefield,"North Indian, Chinese",400
Chin Chin by The Biere Club,4.2,271,Whitefield,Asian,1500
Sweet Tooth - Do you have one?,3.3,4,Whitefield,"Bakery, Desserts",600
Sweet Nothings Couture Cupcakes,3.4,6,Whitefield,"Desserts, Bakery",250
Ande Ka Funda,3.1,8,Whitefield,"North Indian, Chinese, Rolls",250
Golden Paradise,3.5,14,Whitefield,"North Indian, Chinese",300
Win's Restaurant,3.3,10,Whitefield,"South Indian, Chinese, Seafood",400
The Pastry Inn,3.4,14,Whitefield,"Desserts, Bakery",400
Biryani Treats,3.1,11,Whitefield,Biryani,650
New Taj Darbar,3.1,6,Whitefield,"South Indian, Chinese, North Indian",300
Spoon Me,3.5,9,Whitefield,"Bengali, North Indian, Chinese",400
Green Hyderabad Biryani House,3.8,433,Whitefield,"Biryani, Hyderabadi, Andhra, North Indian",800
La Mensa,3.6,17,Whitefield,"North Indian, Chinese, South Indian",400
Maa Bargabhima Restaurant,3.7,19,Whitefield,"Bengali, Mughlai, North Indian",250
Gali Parathae Wali,3.7,95,Whitefield,"North Indian, Chinese, Street Food, Sandwich",400
Kitchen Rabbit,3.7,19,Whitefield,"North Indian, Chinese, Andhra",500
Foody Baba,3.1,65,Whitefield,"North Indian, Chinese, Mughlai",500
Loafers,3.6,13,Whitefield,"North Indian, Chinese, Biryani",500
Food Paradise,3.3,12,Whitefield,"North Indian, Chinese, Bengali, Biryani",500
Tummy Singh,3.4,5,Brookefield,"North Indian, Chinese",700
Food And Biryani (FAB),2.8,21,Whitefield,"Biryani, North Indian, Mughlai",500
Mega Bite,3.5,54,Whitefield,"North Indian, Chinese, South Indian, Continental",1100
Punjabi Kitchen,2.8,68,Whitefield,North Indian,500
Southern Spice,2.6,382,Whitefield,"North Indian, Chinese, Biryani, Andhra",800
Punjabi Family Dhaba,3.4,11,Whitefield,North Indian,400
The South,3.7,21,Whitefield,South Indian,200
NH8,4.2,482,Whitefield,Rajasthani,800
Pot Biryani,3.1,113,Whitefield,"North Indian, Chinese, Biryani, Seafood",600
Curry Point,3.2,7,Whitefield,North Indian,300
Mughal Restaurant,3.2,217,Brookefield,"Mughlai, Chinese, Kerala",600
Dinepost 9,3.6,22,Whitefield,"North Indian, Chinese, Biryani",450
Cupcake Couture,3.8,40,Whitefield,Desserts,300
Zaica Dine & Wine,3.8,840,Brookefield,North Indian,750
Treat,3.8,63,Whitefield,"North Indian, Mughlai",800
Andhra Ghumaghumalu,3.5,18,Whitefield,"Andhra, Biryani, North Indian",300
Happy Singh,3.8,515,Whitefield,"Chinese, North Indian",900
Thalaserry Food Court,3.5,21,Whitefield,"Kerala, Biryani, Seafood, North Indian, Chinese",600
Shreeji Restaurant,3.8,37,"Itpl Main Road, Whitefield","North Indian, Gujarati",300
Venice Kerala Restaurant,3.7,34,Brookefield,Kerala,200
Punjabi Charchay,3.6,31,Kr Puram,"North Indian, Chinese",400
VIHAR Family Restaurant,4.0,69,Whitefield,"Chinese, North Indian, Mangalorean",600
Herbs & Spices,4.0,1116,Whitefield,"Italian, North Indian",1000
4700BC Popcorn,4.1,55,Whitefield,Fast Food,500
South Treat,3.4,5,Whitefield,South Indian,400
Cravingz,3.7,17,Whitefield,"Fast Food, Beverages",400
The Irish House,4.3,1776,Whitefield,"European, American",1700
Thai & Chinese Fast Food,3.4,7,Kr Puram,"Chinese, Thai",400
NYS Kitchen,3.6,25,Whitefield,"North Indian, Chinese",500
Konaseema Grand,3.3,379,Whitefield,"North Indian, Mughlai, Andhra, Biryani",1000
Crunch Pizzas,2.6,41,Whitefield,"Italian, Pizza",600
Bloomsbury's Global Kitchen & Bakehouse,4.5,756,Whitefield,"American, Cafe, Continental, French, Burger, Mexican, Desserts, Pizza",900
Glen's Bakehouse,4.2,816,Whitefield,"Bakery, Cafe, Italian, Desserts",600
BelgYum,4.6,1822,Whitefield,Desserts,400
Smoor,4.3,390,Whitefield,"Desserts, Cafe, Continental",700
eat.fit,4.4,1061,Whitefield,"Healthy Food, North Indian, Biryani, Continental, Desserts",500
Warm Oven,4.0,181,Whitefield,"Bakery, Desserts",500
Karachi Bakery,4.1,42,Whitefield,"Bakery, Desserts",400
Blue Tokai Coffee Roasters,4.0,25,Whitefield,Cafe,750
Artinci Artisanal Ice Cream,4.1,58,Whitefield,"Desserts, Ice Cream",300
Krispy Kreme,4.0,132,Whitefield,"Desserts, Beverages",300
Third Wave Coffee Roasters,3.8,25,Whitefield,"Cafe, Continental, Desserts",800
Kartik's Mithai Shoppe,3.8,72,Whitefield,"Mithai, Street Food",150
Sweet Truth,3.9,40,Whitefield,"Bakery, Desserts",500
Cafe Noir,4.0,422,Whitefield,"European, French, Salad",1500
Auntie Anne's,4.0,24,Whitefield,Desserts,500
Just Bake,3.8,38,Whitefield,Bakery,400
Cake Dilim,3.6,17,Whitefield,"Bakery, Desserts",400
Polar Bear,4.0,17,Whitefield,"Desserts, Ice Cream, Beverages, Sandwich",400
Gelato Italiano,3.1,39,Whitefield,"Ice Cream, Bakery, Desserts",200
Caramel Whitefield,3.7,56,Whitefield,"Desserts, Bakery",1000
Cream & Fudge,3.9,71,Whitefield,"Ice Cream, Desserts",250
Frosting Flavours,3.8,54,Whitefield,Desserts,150
Ice Stone Creamery,3.4,6,Whitefield,"Desserts, Ice Cream",400
Ice Cream Works,3.5,13,Whitefield,"Desserts, Ice Cream",300
The Creek - The Den Bengaluru,4.4,383,Whitefield,"North Indian, Continental, Chinese",2000
Feast - Sheraton Grand Bengaluru Whitefield Hotel &...,4.5,523,Whitefield,"Continental, Asian, South Indian, North Indian",2500
Biergarten,4.7,7064,Whitefield,"Continental, European, Bbq, Chinese, Asian",2400
Windmills Craftworks,4.6,5954,Whitefield,"American, North Indian, Salad",2500
The Pallet,4.5,2745,Whitefield,"Continental, Mediterranean, Italian, North Indian, Finger Food, Asian, Momos",1600
AB's - Absolute Barbecues,4.8,3009,Whitefield,"European, Mediterranean, North Indian, Bbq",1600
Flechazo,4.9,3004,Whitefield,"Asian, Mediterranean, North Indian, Bbq",1400
Barbeque Nation,4.4,2131,Whitefield,"North Indian, European, Mediterranean, Bbq, Kebab",1600
Oota Bangalore,4.6,478,Whitefield,South Indian,1700
The Biere Club,4.3,2283,Whitefield,"Continental, Bbq, Finger Food",1700
Ji Hazoor,4.0,2856,Whitefield,"Mughlai, North Indian, Biryani, Afghan",1100
Punjab Grill,4.8,654,Whitefield,North Indian,2000
HQ,4.1,564,Whitefield,"North Indian, Italian, Finger Food, Continental",1000
Salt - Indian Restaurant - Bar & Grill,4.4,2073,Whitefield,North Indian,1500
alt,4.1,821,Whitefield,Finger Food,1900
Biere Societee,4.2,320,Whitefield,"Asian, Continental, European",1500
Uno Chicago Bar & Grill,4.2,156,Whitefield,"American, Italian",1800
The Terrace at Windmills Craftworks,4.1,456,Whitefield,North Indian,1800
M Cafe - Bengaluru Marriott Hotel Whitefield,4.1,833,Whitefield,"North Indian, American, Italian",2500
Biriyani Zone,4.0,1633,Whitefield,"Biryani, North Indian, Chinese, Seafood",800
Chili's American Grill & Bar,4.6,4957,Whitefield,"American, Tex-Mex, Burger, Bbq, Mexican",1400
Nasi And Mee,4.4,908,Whitefield,"Malaysian, Thai, Singaporean, Asian, Chinese, Momos",1000
Layla - The Den Bengaluru,3.9,51,Whitefield,Mediterranean,2000
Toscano - Mojito Bar,4.3,654,Whitefield,"Continental, Italian, Mediterranean, Salad",1500
Uppercut - Sheraton Grand Bengaluru Whitefield Hotel...,4.3,400,Whitefield,Bbq,2000
Imperio Restaurant,4.4,2382,Whitefield,"North Indian, Arabian, Mughlai, Biryani, Seafood, Beverages",700
Beijing Bites,3.9,514,Whitefield,"Chinese, Thai",850
Kava Kitchen & Bar - Fairfield by Marriott,3.9,74,Whitefield,"North Indian, South Indian, Continental, American, Asian",1200
BAR BAR,4.1,1003,Whitefield,"Continental, North Indian, Italian",1500
The Eatery - Four Points by Sheraton Bengaluru,4.0,328,Whitefield,"Continental, North Indian",1700
Karibu - The Zuri,3.9,268,Whitefield,"South Indian, Asian",2000
Latitude Whitefield,3.9,327,Whitefield,"North Indian, Continental, Asian, Italian",2000
InAzia - Sheraton Grand Bengaluru Whitefield Hotel &...,4.3,246,Whitefield,"Asian, Chinese",2500
Mavalli Tiffin Room (MTR),3.7,560,Whitefield,South Indian,400
Alto Vino - Bengaluru Marriott Hotel Whitefield,4.3,267,Whitefield,"Italian, Salad",3000
Pablo's Gastrobar,4.0,1094,Whitefield,"Finger Food, American, Asian, Italian",1450
Smaaash,4.0,189,Whitefield,"North Indian, Pizza, Chinese",1500
Barley & Grapes Cafe,4.2,843,Whitefield,"Cafe, Italian, Continental",1000
Tiffin Room - Miraya Hotel & Residences,3.7,138,Whitefield,"North Indian, South Indian, Asian",2000
Incanto - The Zuri,4.0,89,Whitefield,Italian,2500
Tandoor Box,3.9,168,Whitefield,"Mughlai, North Indian, Biryani",600
Bling - The Zuri,3.7,228,Whitefield,"Continental, North Indian",2100
Copper Chimney,4.1,93,Whitefield,"North Indian, Biryani",1200
Cafe Noir,4.1,1140,Whitefield,"European, French, Salad",1500
Sri Lakshmi Vaibhav,4.0,160,Whitefield,"South Indian, North Indian, Chinese",500
Terracotta Whitefield,4.0,244,Whitefield,"North Indian, Lucknowi, Afghan",3000
Abhiruchi Andhra Mess,3.1,62,Whitefield,"Andhra, Biryani, South Indian",300
Sri Udupi Park,3.9,160,Whitefield,"South Indian, North Indian, Chinese, Beverages",300
A2B - Adyar Ananda Bhavan,2.5,544,Whitefield,"South Indian, North Indian, Chinese, Street Food, Fast Food",400
W XYZ - Aloft Hotel,3.7,95,Whitefield,Finger Food,1700
Moriz Restaurant,2.9,225,Whitefield,"Arabian, North Indian, Biryani, Chinese, Seafood",750
Dilli Darbar,3.5,181,Whitefield,"North Indian, Chinese, Biryani",500
Annapurna Bengali Restaurant,3.9,50,Whitefield,Bengali,350
Zodiac,3.6,64,Whitefield,"Italian, Mexican, Mediterranean, North Indian, Continental",1500
Red Glow,3.7,27,Whitefield,"North Indian, Continental",1200
The Egg Factory,4.0,743,Whitefield,"Continental, American",750
M Bar - Bengaluru Marriott Hotel Whitefield,3.9,77,Whitefield,Finger Food,2000
Whitefield Bar and Grill - Bengaluru Marriott Hotel...,4.1,78,Whitefield,"Continental, Burger, Bbq",3000
Pizza Hut,4.0,208,Whitefield,"Pizza, Fast Food",750
Dot.yum - Aloft Hotel,3.9,276,Whitefield,"Italian, North Indian, Continental, Bbq",2000
Chefactory Gold by Flechazo,3.7,355,Whitefield,"North Indian, Biryani",700
Infinity - The Zuri,3.8,67,Whitefield,"North Indian, Continental, Chinese",2700
Kolkata Famous Kati Roll,3.5,7,Whitefield,"Fast Food, Rolls",150
Nellore Mess & Tiffens,3.0,17,Whitefield,"South Indian, Andhra",200
Tease Whitefield,3.7,64,Whitefield,Finger Food,1800
Soup N Grill,3.5,14,Whitefield,"Chinese, North Indian",600
Best Brews - Four Points by Sheraton Bengaluru...,3.6,27,Whitefield,Continental,1500
The Hungry Yeti,4.0,146,Whitefield,"Tibetan, Nepalese",700
The Kimchi Chef,3.4,5,Whitefield,"Thai, Chinese",500
Chill,3.8,43,Whitefield,"North Indian, Chinese, Continental",800
Sri Shankar Andhra Mess,3.3,4,Whitefield,South Indian,200
Punjabi Tadka,3.2,4,Whitefield,North Indian,500
Adupadi,2.9,25,Whitefield,"South Indian, Chettinad",450
Majlish,3.6,79,Whitefield,"Bengali, North Indian, Chinese",800
Om Sai Punjabi Dhabha,3.4,10,Whitefield,North Indian,250
